"update SHOPPING BAG","تحديث حقيبة التسوق"
"CLEAR CART","أفرغ عربة التسوق"
"CHECKOUT","الدفع"
"billing and shipping","الفوترة والشحن"
"First Name","الاسم الأول"
"Last Name","اسم العائلة"
"Email Address","عنوان البريد الالكتروني"
"Email Adress is a required field.","عنوان البريد الإلكتروني هو حقل مطلوب"
"© 2015 All rights reserved.","© 2015 جميع الحقوق محفوظة."
"Password is a required field.","كلمة السر هو حقل مطلوب."
"Telephone","الهاتف"
"Address","العنوان"
"Address 2","العنوان الثاني"
"CITY","المدينة"
"Country","الدولة"
"Shipping Method","طريقة الشحن"
"Select Shipping Method","اختر طريقة الشحن"
"Express shipping"ا,"لشحن السريع"
"payment","الدفع"
"please select a payment method","يرجى اختيار طريقة الدفع"
"Credit Card","البطاقة الائتمانية"
"Credit Card Type","نوع البطاقة الائتمانية"
"Name on Card","الاسم الظاهر على البطاقة"
"Credit Card Number","رقم البطاقة الائتمانية"
"Verification Number","رقم التأكيد"
"Expiration Date","تاريخ الانتهاء"
"month","الشهر"
"year","السنة"
"Issue Number","رقم الإصدار"
"Start Date","تاريخ البداية"
"Cash On Delivery","الدفع النقدي عند التوصيل"
"Promo Code","رمز الترويج"
"APPLY PROMO CODE","اطلب رمزا ترويجياً"
"Place Order","تقديم الطلبات"
"Please make sure to select tshirt color","يرجى التأكد من اختيار لون القميص"
"has been added to your shopping cart.","تم إضافته الى عربة التسوق الخاصة بك"
"Please make sure to select size","يرجى التأكد من تحديد حجم"
"SUCCESS","نجاح"
"success","نجاح"
"Success","نجاح"
"Error'","خطأ"
"View Cart","السلة عرض"
"Please enter only one character to box 2","الرجاء إدخال حرف واحد فقط إلى المربع 2"
"Please enter text to box 2","يرجى إدخال نص إلى مربع 2"
"Please enter only one character to box 1","الرجاء إدخال حرف واحد فقط لأجهزة إكس بوكس 1"
"Please enter text to box 1","يرجى إدخال نص إلى مربع 1"
"Please select a cap font color","الرجاء اختيار لون الغطاء الخط"
"Please select font style","الرجاء تحديد نمط الخط"
"Please select cap theme","يرجى تحديد موضوع كاب"
"Please make sure to select case color","يرجى التأكد من اختيار لون حالة"
"Please make sure to select phone model","يرجى التأكد من تحديد طراز الهاتف"
"Please make sure to select print color","يرجى التأكد من اختيار اللون طباعة"
"Please make sure to select polo color","يرجى التأكد من اختيار اللون لعبة البولو"
"%s was added to your shopping cart.","%s تم إضافتها إلى سلة التسوق الخاصة بك."
"%s was updated in your shopping cart.","%s تم تحديث في عربة التسوق الخاصة بك."
"%s has been added to your shopping cart.","%s قد أضيفت إلى سلة التسوق الخاصة بك."

"Alert!","تنبيه!"
"Please make sure to select style","يرجى التأكد من اختيار النمط"
"Your order has been received.","تم استلام طلبك"
"Thank you for your purchase!","شكراً لشرائك!"
"Your order # is","رقم طلبك هو"
"You will receive an order confirmation email with details of your order and a link to track its progress.","ستتلقى بريدا الكترونيا تأكيداً لطلبك يحمل تفاصيل طلبك ورابطاً لتتبعه"
"You have no items in your shopping cart.","ليس لديك أية سلع في عربة التسوق الخاصة بك"
"Already registered?","مسجل بالفعل؟"
"If you have an account with us, please log in.","إذا كنت تمتلك حساباً لدينا يرجى الدخول عن طريقه"
"Password","كلمة المرور"
"Remember My Password","تذكر كلمة المرور الخاصة بي"
"forgotpassword","نسيت كلمة المرور"
"Forgot password?","نسيت كلمة المرور?"
"Create account","إصنع حساب"
"Create Account","إصنع حساب"
"FORGOT YOUR PASSWORD?","نسيت رقمك السري؟"
"Customized Products","المنتجات حسب الطلب"
"Sign up with Facebook","سجل الدخول باستخدام حساب فيسبول"
"submit","تقديم"
"SUBMIT","تقديم"
"Submit","تقديم"
"NEW CUSTOMERS","عملاء جدد"
"Confirm Password","أكد كلمة المرور"
"Sign Up for Newsletter","اشترك بالنشرات الاخبارية"
"Shopping Cart is Empty","عربة التسوق فارغة"
"Click here to continue shopping.","انقر هنا للاستمرار في التسوق"
"Track Your Order","تتبع طلبك"
"Order Number","رقم الطلب"
"Track your shipments","تتبع شحنتك"
"Tracking number","رقم التتبع"
"Your Message","رسالتك"
"See subject of Order Confirmation ? Type none if you don?t have an Order","انظر إلى عنوان تأكيد الطلب، اكتب لا يوجد إذا لم يكن لديك طلب"
"Please fill out all mandatory fields marked with","يرجى تعبئة جميع الحقول الإلزامية المعلمة بالرمز"
"send","أرسل"
"Send Email","أرسل بريدا إلكترونياً"
"call","اتصل"
"okay","حسنا"
"cancel","إلغاء"
"Confirm","أكد"
"Are you sure you would like to remove this item from the shopping cart?","هل أنت متأكد أنك ترغب في إزالة هذا العنصر من عربة التسوق؟"
"The address has been saved.","تم حفظ العنوان."
"The account information has been saved.","تم حفظ معلومات الحساب."
"%1$s has been added to your wishlist. Click <a href="%2$s">here</a> to continue shopping.","قد أضيفت إلى سلة المفضلة. %1$s"
