"Invoice can not be canceled","Invoice can not be canceled"
"Invoice can not be captured","Invoice can not be captured"
"Invoice can not be void","Invoice can not be void"
"Invoice cancel problem","Invoice cancel problem"
"Invoice capture problem","Invoice capture problem"
"Invoice email not sent","فاتوره لم ترسل البريد الألكتروني"
"Invoice email sent","ارسلت فاتورة البريد الالكتروني"
"Invoice void problem","Invoice void problem"
"Invoiced","فاتورة"
"Invoices","فواتير"
"Item","سلعة"
"Item Status","اوضاع العناصر"
"Item object is not specified.","Item object is not specified."
"Item option with code %s already exist","Item option with code %s already exist"
"Item options declare error","Item options declare error"
"Item ordered qty","Item ordered qty"
"Item qty declare error","البند qty يعلن خطأ"
"Items Invoiced","فاتورة العناصر"
"Items Ordered","اوامر العناصر"
"Items Refunded","استرداد البنود"
"Items Shipped","شحن البنود"
"Items options declare error.","Items options declare error."
"Items to Invoice","عناصر للفواتير"
"Items to Refund","عناصر للاسترداد"
"Items to Ship","عناصر للشحن"
"Last ordered items","اخر اوامر العناصر"
"Link to the new order","رابطة للامر الجديد"
"Link to the previous order","رابطة للامر القديم"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)"
"Logo for HTML print view","Logo for HTML print view"
"Logo for PDF print-outs (200x50)","Logo for PDF print-outs (200x50)"
"Message","رسالة"
"Message:","رسالة:"
"Minimum amount","Minimum amount"
"Minimum order amount","Minimum order amount"
"Mixed","مختلط"
"Move to Shopping Cart","Move to Shopping Cart"
"Move to Wishlist","Move to Wishlist"
"Multi-address description message","Multi-address description message"
"Multi-address error to show in shopping cart","Multi-address error to show in shopping cart"
"My Orders","اوامري"
"My Orders - Details","اوامري- تفاصيل"
"Name","Name"
"New","جديد"
"New Credit Memo","مذكرة ائتمانية جديدة"
"New Credit Memo for Guest","مذكرة ائتمانية جديدة للزائر"
"New Invoice","فاتورة جديدة"
"New Invoice for Guest","فاتورة جديدة لزائر"
"New Order","طلب شراء جديد"
"New Order Confirmation Email Sender","النظام الجديد تأكيد البريد الألكتروني المرسل"
"New Order Confirmation Template","تأكيد نموذج النظام الجديد"
"New Order Confirmation Template for Guest","تأكيد نموذج النظام الجديد للضيف"
"New Order RSS","امر جديد RSS"
"New Order for Guest","امر جديد للزائر"
"New Shipment","شحن جديد"
"New Shipment for Guest","شحن جديد لزائر"
"New Status","حالة جديدة"
"Newsletter Subscription","الاشتراك بالقائمة البريدية"
"No Items","No Items"
"No Items To Refund","No Items To Refund"
"No Payment Methods","لا يوجد طرق للدفع"
"No detail for number ""%s""","لا توجد تفاصيل للرقم""%s"""
"No items","لا يوجد سلع"
"No ordered items","No ordered items"
"No shipping information available","No shipping information available"
"Not Capture","غير اسرة"
"Not Notified","Not Notified"
"Notified","اشعار"
"Notify Customer","إعلام العميل"
"Number","رقم"
"On Hold","امساك"
"Order","طلب الشراء"
"Order #","طلب الشراء #"
"Order # ","طلب الشراء # "
"Order # %s","طلب الشراء # %s"
"Order #%s","طلب الشراء #%s"
"Order #%s - %s","طلب الشراء #%s - %s"
"Order API","Order API"
"Order Comment","ملاحظة الامر"
"Order Comment Email Sender","البريد الالكتروني المرسل من اجل التعليق"
"Order Comment Email Template","البريد الالكتروني للقالب في البريد الالكتروني"
"Order Comment Email Template for Guest","امر تعليق قالب البريد الالكتروني للزائر"
"Order Comments","ملاحظات الامر"
"Order Credit Memos","Order Credit Memos"
"Order Currency:","امر العملة:"
"Order Date","امر التاريخ"
"Order Date (%s)","Order Date (%s)"
"Order Date: ","امر التاريخ: "
"Order Date: %s","امر التاريخ: %s"
"Order Details","تفاصيل طلب الشراء"
"Order Grand Total","امر المجموع الكلي"
"Order History","امر التاريخ"
"Order Information","بيانات طلب الشراء"
"Order Invoices","Order Invoices"
"Order Shipments","Order Shipments"
"Order Status","حالة طلب الشراء"
"Order Subtotal","امر المجموع الفرعي"
"Order Subtotal:","امر المجموع الفرعي:"
"Order Total","امر المجموع"
"Order Totals","امر المجموعات"
"Order Update","تحديث طلب الشراء"
"Order Update for Guest","تحديث طلب الشراء لزائر"
"Order View","عرض طلب الشراء"
"Order invoice","Order invoice"
"Order object is not specified.","Order object is not specified."
"Order saving error: %s","امر حفظ الخطاء: %s"
"Order shipments","Order shipments"
"Order was not cancelled.","لم يتم إلغاء طلب الشراء."
"Order was not put on hold.","لم يتم وضع الامر في الامساك."
"Order was not unholded.","لم يتم وضع الامر في الامساك."
"Order was placed using %s","تم وضع الامر باستخدام %s"
"Order was successfully cancelled.","تم إلغاء طلب الشراء بنجاح."
"Order was successfully put on hold.","تم وضع الامر في الامساك بنجاح."
"Order was successfully released from holding status.","تم بنجاح من اجل اطلاق سراحهم من عقد المركز."
"Ordered","امرت"
"Orders","اوامر"
"Original Price","السعر الاساسي"
"PDF Credit Memos","PDF مذكرات ائتمانية"
"PDF Invoices","PDF فواتير"
"PDF Packingslips","PDF زلة تعبئة"
"PDF Print-outs","PDF Print-outs"
"PDF object is not specified.","PDF object is not specified."
"PDF page object is not specified.","PDF page object is not specified."
"Packingslip # ","زلة التعبئة # "
"Paid","مدفوع"
"Paid Amount","الكمية المدفوعة"
"Partial","جزئي"
"Payment Failed","Payment Failed"
"Payment Information","بيانات الدفع"
"Payment Method","طريقة الدفع"
"Payment Method:","Payment Method:"
"Pending","معلقة"
"Pending PayPal","Pending PayPal"
"Pending Payment","Pending Payment"
"Placed from IP","Placed from IP"
"Please enter positive number in this field.","Please enter positive number in this field."
"Please select a customer","من فضلك اختر عميلا"
"Please select a store","من فضلك اختر متجرا"
"Please select products to add","من فضلك اختر منتجات لإضافتها"
"Price","السعر"
"Print","طباعة"
"Print All","طباعة الكل"
"Print All Invoices","طباعة كل الفواتير"
"Print All Refunds","طباعة جميع الردود"
"Print All Shipments","طباعة جميع الشحنات"
"Print Credit Memos","طباعة المذكرة الائتمانية"
"Print Invoice","طباعة الفاتورة"
"Print Invoices","طباعة الفواتير"
"Print Order","طباعة طلب الشراء"
"Print Order # %s","طباعة طلب الشراء # %s"
"Print Packingslips","طباعة زلة التعبئة"
"Print Refund","طباعة الاسترداد"
"Print Shipment","طباعة الشحنة"
"Processing","المعالجة"
"Processing data problem","معالجة مشكلة البيانات"
"Product","المنتج"
"Product Name","اسم المنتج"
"Products","المنتجات"
"Products in Compare List","المنتجات في قائمة المقارنة"
"Purchased From","شراؤها من"
"Purchased On","تشتري على"
"Purchased from (store)","شراؤها من (المخزن)"
"QTY","QTY"
"Qty","Qty"
"Qty Invoiced","Qty فاتورة"
"Qty Ordered","Qty امر"
"Qty Shipped","Qty شحنه"
"Qty To Add","Qty للاضافة"
"Qty to Invoice","Qty للفاتورة"
"Qty to Refund","Qty to Refund"
"Qty to Ship","Qty to Ship"
"Recent Orders","الاوامر الحالية"
"Recently Compared Products","المنتجات المقارنة حديثا"
"Recently Viewed","المشاهد حديثا"
"Recently Viewed Products","المنتجات المشاهدة حديثا"
"Refresh","تحديث"
"Refund","رد"
"Refund #","رد #"
"Refund #%s","رد #%s"
"Refund Amount","كمية الرد"
"Refund Offline","رد خارج الشبكة"
"Refund Shipping","Refund Shipping"
"Refund Totals","Refund Totals"
"Refunded","تم الرد"
"Refunds","ردود"
"Remove","إزالة"
"Remove Coupon Code","إزالة كود الكوبون"
"Remove tracking number","Remove tracking number"
"Reorder","امر"
"Retrieve invoice info","Retrieve invoice info"
"Retrieve invoice information","Retrieve invoice information"
"Retrieve list of invoices by filters","Retrieve list of invoices by filters"
"Retrieve list of orders by filters","Retrieve list of orders by filters"
"Retrieve list of shipments by filters","Retrieve list of shipments by filters"
"Retrieve order information","Retrieve order information"
"Retrieve orders info","Retrieve orders info"
"Retrieve shipment info","Retrieve shipment info"
"Retrieve shipment information","Retrieve shipment information"
"Return to Stock","Return to Stock"
"Returned","اعادة"
"Row Subtotal","Row Subtotal"
"Row Total","مجموع الصف"
"SHIP TO:","شحن الى:"
"SKU","SKU"
"SOLD TO:","لبيع:"
"Sales","المبيعات"
"Sales Emails","البريد الالكتروني للبيع"
"Sales Emails Section","Sales Emails Section"
"Sales Section","Sales Section"
"Same As Billing Address","مثل عنوان الفاتورة"
"Save and Close Message","Save and Close Message"
"Save in address book","حفظ في دفتر العناوين"
"Select from existing customer addresses:","اختر من القائمة عناوين العملاء:"
"Send Credit Memo Comment Email Copy To","ارسال نسخة ملاحظة مذكرة ائتمانية للبريد الالكتروني "
"Send Credit Memo Email Copy To","ارسال بريد الكتروني الائتمان المذكره نسخة إلي"
"Send Invoice Comment Email Copy To","ارسال الفاتوره الى التعليق على نسخة البريد الالكتروني"
"Send Invoice Email Copy To","ارسال نسخة فاتورة بالبريد الالكتروني الى"
"Send Order Comment Email Copy To","من اجل ارسال نسخة منها الى البريد الالكتروني التعليق"
"Send Order Email Copy Method","Send Order Email Copy Method"
"Send Order Email Copy To","ارسال نسخة امر بالبريد الالكتروني الى"
"Send Shipment Comment Email Copy To","ارسال شحنة التعليق على نسخة البريد الالكتروني"
"Send Shipment Email Copy To","ارسال نسخة الى شحن البريد الالكتروني"
"Send Tracking Information","إرسال بيانات التعقب"
"Ship","شحن"
"Ship to","شحن الى"
"Ship to First name","شحن الى الاسم الاول"
"Ship to Last name","شحن الى الاسم الاخير"
"Ship to Name","شحن الى الاسم"
"Shipment","شحنه"
"Shipment #","شحنه #"
"Shipment #%s","شحنه #%s"
"Shipment Comment Email Sender","التعليق شحن البريد الالكتروني للمرسل"
"Shipment Comment Email Template","التعليق قالب شحن البريد الالكتروني"
"Shipment Comment Email Template for Guest","التعليق شحن البريد الالكتروني نموذج للضيف"
"Shipment Comments","ملاحظات الشحنة"
"Shipment Email Sender","مرسل البريد الالكتروني للشحنه"
"Shipment Email Template","قالب البريد الالكتروني للشحنه"
"Shipment Email Template for Guest","قالب البريد الالكتروني للشحنه للزائر"
"Shipment Update","تحديث الشحنه"
"Shipment Update for Guest","تحديث الشحنه للزائر"
"Shipment email not sent","رسالة البريد الالكتروني للشحنه لم ترسل"
"Shipment email sent","تم ارسال البريد الالكتروني للشحنه "
"Shipments","شحنات"
"Shipped","تم الشحن"
"Shipped By","تم الشحن بواسطة"
"Shipping","تشحن"
"Shipping & Handling","الشحن و التسليم"
"Shipping & Handling:","الشحن و التسليم:"
"Shipping &amp; Handling","الشحن &amp; التسليم"
"Shipping &amp; Handling Information","الشحن &amp; معلومات التسليم"
"Shipping Address","عنوان الشحن"
"Shipping Amount","كمية الشحن"
"Shipping Information","بيانات الشحن"
"Shipping Method","طريقة الشحن"
"Shipping Method:","طريقة الشحن:"
"Shipping Refund","رد الشحن"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Shopping Cart","عربة التسوق"
"Signed Up From","التوقيع من"
"Sku","Sku"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","بعض الاصناف بكميات تتجاوز الكميات المسموح. الرجاء تحديد الكميه الى اقل الخروج."
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","Some of the products below don't have all the required options. Please remove them and add again with all the required options."
"Sorry, no quotes are available for this order at this time.","عذرا ، لم يقتبس متوفره لهذا النظام في هذا الوقت."
"Source object is not specified.","Source object is not specified."
"State/Province","ولاية/مقاطعة"
"Status","الحالة"
"Store Credit","المخزن الائتماني"
"Submit Comment","إرسال تعليق"
"Submit Credit Memo","ارسال المذكرة الائتمانية"
"Submit Invoice","إرسال فاتورة"
