"Please set all required settings before clicking Continue","من فضلك قم بضبط كل الإعدادات المطلوبة قبل الضغط على استمرار"
"Preferred stability: %s","الاستقرار المفضل: %s"
"Proceed With Automatic Download (%s)","الاستمرار بالتنزيل الآلي (%s)"
"Provide a complete base URL for SSL connection. For example: %s","توفير قاعدة كاملة للموقع SSL الصدد. على سبيل المثال: %s"
"Report All Bugs","الإبلاغ عن كل الأخطاء"
"Required Fields","حقول مطلوبة"
"Run admin interface with SSL","التفاعل مع تشغيل ادارة SSL"
"Run this in your shell from Magento root folder:","تشغيل هذا بنفسك في شل magento من المجلد الجذر:"
"Save session data in","Save session data in"
"Save session files in","Save session files in"
"Secure Base URL","موقع قاعدة مامونه"
"Session storage options","Session storage options"
"Setting preferred state to: %s","ضبط الحالة المفضلة على: %s"
"Skip Base URL validation before next step","Skip Base URL validation before next step"
"Skip Secure URL validation before next step","القفز على امن قبل التحقق من صحه عنوان الخطوة التالية"
"Table prefix should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","وينبغي ان يتضمن الجدول البادءه الحروف (من الالف الى الياء الاقامة) ، ارقام (0-9) يؤكد او (_) ، الحرف الأول ينبغي ان يكون رسالة"
"Tables Prefix","بادئة الجداول"
"There was a problem installing Magento packages. Please read the log, correct errors and retry again.","هناك خطأ في تنصيب حزم ماجينتو. من فضلك قم بقراءة السجل وتصحيح الأخطاء والمحاولة مرة أخرى."
"This Url is invalid","هذا الرابط غير صحيح"
"Time Zone","المنطقة الزمنية"
"Url ""%s"" is invalid","الرابط ""%s"" غير صحيح"
"Url ""%s"" is not accessible","الرابط ""%s"" غير قابل للوصول"
"Use Secure URLs (SSL)","استخدم المواقع الامنه (SSL)"
"Use Web Server (Apache) Rewrites","استخدام خادم الويب (Apache) يعيد كتابة"
"User Name","اسم المستخدم"
"User Password","كلمة مرور المستخدم"
"Username","اسم المستخدم"
"Web access options","خيارات النفاذ للويب"
"Welcome to Magento's Installation Wizard","مرحبا في معالج تنصيب ماجينتو"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","هل يمكن أن تمكن هذا الخيار لاستخدام خادم الويب يعيد كتابة وظيفة لتحسين محركات البحث الأمثل."
"You're All Set","أنت جاهز"
